;mess_datum;stations_id;r1;longitude;latitude
78218;2017-06-18 00:00:00;2254;0.0;7.6449;52.2396
78219;2017-06-18 01:00:00;2254;0.0;7.6449;52.2396
78220;2017-06-18 02:00:00;2254;0.0;7.6449;52.2396
78221;2017-06-18 03:00:00;2254;0.0;7.6449;52.2396
78222;2017-06-18 04:00:00;2254;0.0;7.6449;52.2396
78223;2017-06-18 05:00:00;2254;0.0;7.6449;52.2396
78224;2017-06-18 06:00:00;2254;0.0;7.6449;52.2396
78225;2017-06-18 07:00:00;2254;0.0;7.6449;52.2396
78226;2017-06-18 08:00:00;2254;0.0;7.6449;52.2396
78227;2017-06-18 09:00:00;2254;0.0;7.6449;52.2396
78228;2017-06-18 10:00:00;2254;0.0;7.6449;52.2396
78229;2017-06-18 11:00:00;2254;0.0;7.6449;52.2396
78230;2017-06-18 12:00:00;2254;0.0;7.6449;52.2396
78231;2017-06-18 13:00:00;2254;0.0;7.6449;52.2396
78232;2017-06-18 14:00:00;2254;0.0;7.6449;52.2396
78233;2017-06-18 15:00:00;2254;0.0;7.6449;52.2396
78234;2017-06-18 16:00:00;2254;0.0;7.6449;52.2396
78235;2017-06-18 17:00:00;2254;0.0;7.6449;52.2396
78236;2017-06-18 18:00:00;2254;0.0;7.6449;52.2396
78237;2017-06-18 19:00:00;2254;0.0;7.6449;52.2396
78238;2017-06-18 20:00:00;2254;0.0;7.6449;52.2396
78239;2017-06-18 21:00:00;2254;0.0;7.6449;52.2396
78240;2017-06-18 22:00:00;2254;0.0;7.6449;52.2396
78241;2017-06-18 23:00:00;2254;0.0;7.6449;52.2396
78242;2017-06-19 00:00:00;2254;0.0;7.6449;52.2396
78243;2017-06-19 01:00:00;2254;0.0;7.6449;52.2396
78244;2017-06-19 02:00:00;2254;0.0;7.6449;52.2396
78245;2017-06-19 03:00:00;2254;0.0;7.6449;52.2396
78246;2017-06-19 04:00:00;2254;0.0;7.6449;52.2396
78247;2017-06-19 05:00:00;2254;0.0;7.6449;52.2396
78248;2017-06-19 06:00:00;2254;0.0;7.6449;52.2396
78249;2017-06-19 07:00:00;2254;0.0;7.6449;52.2396
78250;2017-06-19 08:00:00;2254;0.0;7.6449;52.2396
78251;2017-06-19 09:00:00;2254;0.0;7.6449;52.2396
78252;2017-06-19 10:00:00;2254;0.0;7.6449;52.2396
78253;2017-06-19 11:00:00;2254;0.0;7.6449;52.2396
78254;2017-06-19 12:00:00;2254;0.0;7.6449;52.2396
78255;2017-06-19 13:00:00;2254;0.0;7.6449;52.2396
78256;2017-06-19 14:00:00;2254;0.0;7.6449;52.2396
78257;2017-06-19 15:00:00;2254;0.0;7.6449;52.2396
78258;2017-06-19 16:00:00;2254;0.0;7.6449;52.2396
78259;2017-06-19 17:00:00;2254;0.0;7.6449;52.2396
78260;2017-06-19 18:00:00;2254;0.0;7.6449;52.2396
78261;2017-06-19 19:00:00;2254;0.0;7.6449;52.2396
78262;2017-06-19 20:00:00;2254;0.0;7.6449;52.2396
78263;2017-06-19 21:00:00;2254;0.0;7.6449;52.2396
78264;2017-06-19 22:00:00;2254;0.0;7.6449;52.2396
78265;2017-06-19 23:00:00;2254;0.0;7.6449;52.2396
78266;2017-06-20 00:00:00;2254;0.0;7.6449;52.2396
78267;2017-06-20 01:00:00;2254;0.0;7.6449;52.2396
78268;2017-06-20 02:00:00;2254;0.0;7.6449;52.2396
78269;2017-06-20 03:00:00;2254;0.0;7.6449;52.2396
78270;2017-06-20 04:00:00;2254;0.0;7.6449;52.2396
78271;2017-06-20 05:00:00;2254;0.0;7.6449;52.2396
78272;2017-06-20 06:00:00;2254;0.0;7.6449;52.2396
78273;2017-06-20 07:00:00;2254;0.0;7.6449;52.2396
78274;2017-06-20 08:00:00;2254;0.0;7.6449;52.2396
78275;2017-06-20 09:00:00;2254;0.0;7.6449;52.2396
78276;2017-06-20 10:00:00;2254;0.0;7.6449;52.2396
78277;2017-06-20 11:00:00;2254;0.0;7.6449;52.2396
78278;2017-06-20 12:00:00;2254;0.0;7.6449;52.2396
78279;2017-06-20 13:00:00;2254;0.0;7.6449;52.2396
78280;2017-06-20 14:00:00;2254;0.0;7.6449;52.2396
78281;2017-06-20 15:00:00;2254;0.0;7.6449;52.2396
78282;2017-06-20 16:00:00;2254;0.0;7.6449;52.2396
78283;2017-06-20 17:00:00;2254;0.0;7.6449;52.2396
78284;2017-06-20 18:00:00;2254;0.0;7.6449;52.2396
78285;2017-06-20 19:00:00;2254;0.0;7.6449;52.2396
78286;2017-06-20 20:00:00;2254;0.0;7.6449;52.2396
78287;2017-06-20 21:00:00;2254;0.0;7.6449;52.2396
78288;2017-06-20 22:00:00;2254;0.0;7.6449;52.2396
78289;2017-06-20 23:00:00;2254;0.0;7.6449;52.2396
78290;2017-06-21 00:00:00;2254;0.0;7.6449;52.2396
78291;2017-06-21 01:00:00;2254;0.0;7.6449;52.2396
78292;2017-06-21 02:00:00;2254;0.0;7.6449;52.2396
78293;2017-06-21 03:00:00;2254;0.0;7.6449;52.2396
78294;2017-06-21 04:00:00;2254;0.0;7.6449;52.2396
78295;2017-06-21 05:00:00;2254;0.0;7.6449;52.2396
78296;2017-06-21 06:00:00;2254;0.0;7.6449;52.2396
78297;2017-06-21 07:00:00;2254;0.0;7.6449;52.2396
78298;2017-06-21 08:00:00;2254;0.0;7.6449;52.2396
78299;2017-06-21 09:00:00;2254;0.0;7.6449;52.2396
78300;2017-06-21 10:00:00;2254;0.0;7.6449;52.2396
78301;2017-06-21 11:00:00;2254;0.0;7.6449;52.2396
78302;2017-06-21 12:00:00;2254;0.0;7.6449;52.2396
78303;2017-06-21 13:00:00;2254;0.0;7.6449;52.2396
78304;2017-06-21 14:00:00;2254;0.0;7.6449;52.2396
78305;2017-06-21 15:00:00;2254;0.0;7.6449;52.2396
78306;2017-06-21 16:00:00;2254;0.0;7.6449;52.2396
78307;2017-06-21 17:00:00;2254;0.0;7.6449;52.2396
78308;2017-06-21 18:00:00;2254;0.0;7.6449;52.2396
78309;2017-06-21 19:00:00;2254;0.0;7.6449;52.2396
78310;2017-06-21 20:00:00;2254;0.0;7.6449;52.2396
78311;2017-06-21 21:00:00;2254;0.0;7.6449;52.2396
78312;2017-06-21 22:00:00;2254;0.0;7.6449;52.2396
78313;2017-06-21 23:00:00;2254;0.0;7.6449;52.2396
78314;2017-06-22 00:00:00;2254;0.0;7.6449;52.2396
78315;2017-06-22 01:00:00;2254;0.0;7.6449;52.2396
78316;2017-06-22 02:00:00;2254;0.0;7.6449;52.2396
78317;2017-06-22 03:00:00;2254;0.0;7.6449;52.2396
78318;2017-06-22 04:00:00;2254;0.0;7.6449;52.2396
